train_rmse,r2_train,train_mae,val_rmse,r2_val,val_mae,test_rmse:,test_mae:,r2_test:
34.20803,0.9810159512108945,6.5029607,72.96714,0.8880222341970858,47.27462,78.923676,49.47862,0.8856792637492248
33.956787,0.9820545677454431,8.069042,86.15982,0.8471445597342078,53.81832,86.26199,51.10514,0.8429142578124746
32.892418,0.982678144731962,7.6502786,83.60377,0.8547560709901767,49.923737,79.06122,49.74904,0.897463546031696
32.928185,0.9820028305562623,6.713632,83.19992,0.8610144723753475,49.14407,85.85278,51.325882,0.877983334082672
33.819748,0.9824219246493503,6.8091955,78.03009,0.8291192734125019,48.21874,74.830536,45.72828,0.9007032614354459
33.284576,0.9825567265558827,6.3857236,78.06408,0.8285989509936467,48.747154,87.88316,53.098717,0.8787578959732806
33.270405,0.9828670145133835,6.6516333,82.35094,0.8402823212261309,50.170174,84.98745,48.3722,0.8383246617834532
33.909595,0.9807860242920027,5.577178,82.32328,0.8494621638280091,50.358204,85.70219,51.122585,0.8789833293909356
33.322063,0.9821620079324195,5.8242188,85.16159,0.8565641169497729,51.46627,77.895905,47.12638,0.8862021051325174
32.352745,0.9832942930536717,5.502715,82.41556,0.8497614175758029,49.419632,79.69314,48.77159,0.841624373493061
32.36995,0.9836708813240966,5.8762574,84.73915,0.8486068315606218,50.91542,75.87437,48.079556,0.8682924703067731
32.894497,0.9831587020041646,6.1995068,72.147,0.888673871539632,48.490685,71.270134,45.754147,0.8932597378847315
32.667583,0.9831363984382603,5.241883,81.93248,0.8613416482085603,49.37272,80.696976,47.602547,0.8736262808665125
32.420326,0.9829498180770805,4.863073,77.12711,0.8438230685953483,47.895447,81.592186,51.341576,0.8826175874074755
32.28035,0.9839260022911164,4.864208,67.23985,0.8959140972682214,43.50772,79.67219,48.950256,0.8729350602043571
29.362942,0.9863715264656833,4.279601,82.560104,0.8660505408955396,49.64653,76.09308,46.908424,0.9048536245782399
14.446057,0.9964000861754246,3.759569,79.34774,0.8244204852365193,48.67059,88.02219,54.479088,0.8572154950624905
5.679664,0.9994588876292048,3.174233,82.67452,0.8667718548279617,50.523308,70.224434,44.7017,0.9156888608986531
32.74087,0.9828135872356683,4.7914166,85.32643,0.8562683332385318,51.981705,87.78393,51.32248,0.8623490746745408
32.450016,0.983830141649231,4.3206477,84.56262,0.8484444825842535,51.581383,87.81889,51.643402,0.8616541039401383
32.04398,0.9839150918373711,4.463882,86.778694,0.8500604724423386,54.629814,89.03319,54.189278,0.864786892695923
32.084007,0.9837152646727775,4.4505215,81.956635,0.8522055612779661,47.869064,85.736465,48.58493,0.8685552737747444
32.169,0.9831879337328409,4.198511,83.904434,0.8490255782570295,49.256897,87.91489,52.671757,0.864308372703041
31.755331,0.9834523269263641,4.0732894,85.116516,0.8585240520163585,52.26471,85.17709,50.87319,0.8738930284969169
32.15864,0.9843575972352205,4.1830845,83.619934,0.8522096081518747,50.00389,79.19645,48.49399,0.8941359233696183
32.14524,0.9841155075585164,4.172514,76.52334,0.8366096145506327,47.225327,89.589584,54.32237,0.8158411088004086
31.531889,0.9844943178850676,4.4052258,87.09402,0.8559140668672124,53.87864,85.45538,50.756367,0.8569534767616493
31.403528,0.9842681765663656,4.085205,78.55789,0.857731278799202,44.923447,78.2182,48.53377,0.8914914410490443
31.613058,0.9846179819797559,3.8533373,82.21716,0.8553121108697928,49.806557,82.41507,48.082737,0.8454153019066835
31.386404,0.9842645281470612,3.6735802,69.93123,0.8968423497083151,45.60791,81.17868,51.32729,0.8476839093725794
31.297928,0.9847099819665373,3.6912928,78.25408,0.8735955926516746,46.727642,81.45811,49.616432,0.8777572036718417
4.8730893,0.9995901809125817,1.9374502,69.81561,0.8888781666773565,45.471973,67.157455,42.519287,0.9224689244304612
31.491085,0.9842143342408625,3.564536,83.010056,0.8519225986532084,49.7537,87.45558,51.829666,0.8222596395680692
31.598986,0.9847800504263252,3.4309487,73.14699,0.889419671477492,48.52938,88.827965,52.816444,0.8393836530220959
31.55202,0.9840321269767782,3.4800997,85.11099,0.8405553273913315,52.174698,77.356445,47.40734,0.8760032519562936
31.657967,0.9847760650864106,3.493971,76.27407,0.833571451714255,46.034035,88.90606,53.46889,0.8504543521741335
31.471733,0.9840564045674911,3.4075444,84.77664,0.8610898850326891,51.594776,90.63154,56.34554,0.8380112013764087
31.4708,0.9846868269874918,3.3428545,84.822044,0.8535152917955571,52.24769,76.57477,48.65085,0.869228329236418
31.198643,0.984488792230951,3.1383657,73.905876,0.8404736468773576,44.143612,87.632935,54.338593,0.8633262877243422
31.329649,0.9842289815567763,3.2379162,86.77812,0.8443218372170925,53.856953,84.92482,48.94275,0.8668354381650648
31.259695,0.9844487803238573,3.1160302,84.005806,0.8483018085335434,49.815502,89.130066,54.54704,0.8678276165414939
31.407852,0.984516240148565,3.0685077,77.42642,0.8299559087817858,48.514027,79.29583,48.51986,0.8931455724655767
31.34111,0.9842379472825844,3.0085714,85.40224,0.8521901067017195,51.932068,89.69528,54.628746,0.8149505186515886
31.286259,0.9846556416061545,3.0259116,83.07601,0.8580520406608702,50.765953,80.70535,50.85794,0.8922667580384978
31.359894,0.9842357286717749,3.0009363,83.29808,0.8485054807559221,51.26927,83.674225,49.888893,0.8811849636851791
31.349188,0.984569457054319,2.99147,84.24426,0.8465453052385075,51.93268,84.28639,47.134647,0.8667369088845767
14.035449,0.9967297489150775,1.7156235,71.12073,0.894235972687124,47.297264,87.052345,50.02836,0.8730943475530446
31.286133,0.9845571936810362,2.9570131,87.32979,0.8421628402175481,54.701912,80.455894,50.136013,0.887752684799188
31.303577,0.984574267160665,2.818898,75.33882,0.83105555486974,47.279366,75.15371,44.115715,0.8925313594718743
31.310589,0.9843915611869783,2.9068646,84.25466,0.856483392398294,51.387714,88.99098,53.71839,0.8600517047144097
31.337124,0.9847774306885138,2.8983085,77.83371,0.8334932996050729,47.68066,87.51159,51.756073,0.8536382323907828
31.300192,0.9845090744024207,2.7846956,71.00232,0.8958445226558247,45.427505,85.1917,51.205563,0.868197180753588
31.237837,0.984904546135836,2.7711957,82.190926,0.8658541281728587,49.321873,76.11716,45.351177,0.9030004456837205
31.290987,0.9849660256691617,2.8265307,83.07536,0.8599810099090078,51.001286,88.887566,52.901546,0.8284156185792568
31.306719,0.9841191248666552,2.863558,83.61448,0.8550353393670919,49.217243,89.56008,53.95538,0.8571802685512205
31.300245,0.9836580543156636,2.80375,71.40212,0.8902796962380951,47.058807,64.49925,40.517612,0.9163086402722848
